match_id,season,HTF,HP1N,HP1P,HP2N,HP2P,HP3N,HP3P,HP4N,HP4P,HP5N,HP5P,HP6N,HP6P,HP7N,HP7P,HP8N,HP8P,HP9N,HP9P,HP10N,HP10P,HP11N,HP11P,ATF,AP1N,AP1P,AP2N,AP2P,AP3N,AP3P,AP4N,AP4P,AP5N,AP5P,AP6N,AP6P,AP7N,AP7P,AP8N,AP8P,AP9N,AP9P,AP10N,AP10P,AP11N,AP11P
41358298,20201128,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
41358304,20201128,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D
1326843,20201205,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
1326844,20201205,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
1326845,20201205,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
1326846,20201205,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
1326847,20201205,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M
1326848,20201205,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
1326849,20201205,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326850,20201205,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
1326851,20201205,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
41358310,20201205,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
41358316,20201205,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
41358321,20201205,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
41358326,20201205,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
41358334,20201205,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
41358341,20201205,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
41358347,20201205,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
41358353,20201205,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
41358359,20201205,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
1326852,20201212,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
1326853,20201212,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
1326854,20201212,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
1326856,20201212,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
1326857,20201212,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
1326858,20201212,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
1326859,20201212,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D
1326860,20201212,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326861,20201216,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326862,20201216,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
1326864,20201216,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
1326865,20201216,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
1326866,20201216,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
1326868,20201216,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
1326869,20201216,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326870,20201219,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
1326871,20201219,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
1326872,20201219,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
1326873,20201219,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
1326874,20201219,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
1326875,20201219,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
1326876,20201219,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
1326877,20201219,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
1326878,20201219,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
497902,20190928,NaN,18,G,22,M,40,F,41,M,7,M,44,F,3,D,39,F,4,M,5,D,36,M,NaN,1,G,27,D,9,F,31,D,12,M,5,D,4,D,16,M,7,M,41,M,8,M
497903,20190928,NaN,21,G,25,M,5,M,20,F,7,M,8,F,2,D,11,M,14,D,22,D,3,D,NaN,1,G,19,D,4,D,7,M,27,D,10,M,14,M,5,D,15,M,39,F,33,F
497904,20190928,NaN,1,G,8,M,26,D,36,F,39,D,41,M,2,D,37,M,18,M,27,D,4,M,NaN,25,G,5,D,8,M,18,M,10,M,19,M,4,F,20,D,3,D,11,F,7,F
497905,20190928,NaN,21,G,11,F,6,M,41,M,14,M,8,M,5,M,22,M,2,D,25,M,7,D,NaN,18,G,5,M,16,F,6,M,4,D,22,D,33,D,8,M,24,D,7,F,25,M
497906,20190928,NaN,1,G,7,M,6,M,4,M,45,F,3,D,50,F,5,D,16,D,25,M,19,D,NaN,1,G,17,M,39,F,14,M,33,D,23,M,20,F,13,M,24,D,25,D,30,M
497907,20190928,NaN,24,G,18,M,2,D,13,D,27,D,38,F,23,M,7,M,17,M,9,F,8,M,NaN,1,G,6,M,27,D,9,F,17,F,44,D,13,D,26,M,23,F,16,D,28,F
497908,20190928,NaN,38,G,18,M,23,D,19,D,16,F,44,M,6,M,2,D,40,M,15,M,14,M,NaN,1,G,7,F,17,D,8,M,36,D,25,F,10,F,23,D,20,D,2,M,29,M
497909,20190929,NaN,1,G,11,F,47,M,41,D,31,D,6,M,25,M,8,M,4,D,20,M,42,M,NaN,33,G,11,F,18,M,32,D,2,D,14,D,3,D,8,M,9,F,7,M,10,M
497910,20190929,NaN,1,G,6,D,5,D,4,D,18,M,15,F,7,M,8,D,11,F,2,M,13,D,NaN,39,G,49,F,16,M,3,D,22,M,18,D,26,D,30,F,6,M,17,M,25,D
497911,20191004,NaN,1,G,19,D,34,M,9,F,27,D,21,M,8,M,10,M,5,D,15,M,33,F,NaN,25,G,48,F,5,D,8,M,9,F,27,M,10,M,19,M,4,F,20,D,3,D
497912,20191005,NaN,1,G,26,M,39,F,14,M,2,M,33,D,23,M,13,M,24,D,25,D,30,M,NaN,1,G,6,M,27,D,8,M,5,D,9,F,17,F,44,D,13,D,23,F,28,F
497913,20191005,NaN,24,G,18,M,2,D,39,D,13,D,38,F,4,D,7,M,17,M,9,F,8,M,NaN,1,G,11,F,47,M,41,D,31,D,6,M,25,M,8,M,4,D,20,M,42,M
497914,20191005,NaN,1,G,7,F,17,D,8,M,9,M,36,D,25,F,10,F,23,D,20,D,2,M,NaN,1,G,7,M,6,M,9,F,14,M,27,F,4,M,3,D,50,F,5,D,16,D
497915,20191005,NaN,18,G,15,D,7,M,44,F,3,D,4,M,5,D,11,F,6,M,36,M,2,D,NaN,33,G,11,F,18,M,32,D,2,D,14,D,3,D,8,M,9,F,7,M,10,M
497916,20191005,NaN,38,G,20,F,18,M,23,D,19,D,44,M,6,M,2,D,40,M,15,M,14,M,NaN,18,G,5,M,16,F,6,M,4,D,22,D,33,D,8,M,24,D,7,F,25,M
497917,20191006,NaN,21,G,25,M,5,M,20,F,7,M,8,F,2,D,11,M,14,D,22,D,3,D,NaN,1,G,6,M,8,M,39,D,24,D,41,M,15,F,13,M,18,M,27,D,28,D
497918,20191006,NaN,1,G,27,D,9,F,31,D,30,F,5,D,4,D,16,M,7,M,41,M,8,M,NaN,39,G,49,F,16,M,3,D,18,D,7,M,26,D,30,F,6,M,17,M,25,D
497919,20191006,NaN,1,G,6,D,5,D,28,D,4,D,18,M,19,M,8,D,11,F,2,M,13,D,NaN,21,G,11,F,6,M,41,M,14,M,8,M,5,M,22,M,2,D,25,M,7,D
497920,20191018,NaN,1,G,11,F,47,M,41,D,31,D,6,M,25,M,8,M,4,D,20,M,42,M,NaN,1,G,8,M,26,D,30,M,36,F,41,M,2,D,25,M,37,M,27,D,5,D
497921,20191018,NaN,1,G,5,D,8,M,9,F,10,M,19,M,4,F,23,M,20,D,3,D,11,F,NaN,21,G,29,D,25,M,5,M,20,F,7,M,8,F,2,D,11,M,22,D,3,D
497922,20191018,NaN,1,G,3,M,9,F,31,D,30,F,5,D,22,M,7,M,41,M,2,D,8,M,NaN,1,G,7,M,6,M,40,M,9,F,14,M,3,D,50,F,5,D,29,D,25,M
497923,20191019,NaN,18,G,5,M,16,F,3,D,6,M,33,D,44,D,24,D,7,F,21,F,34,D,NaN,33,G,18,M,32,D,2,D,45,M,14,D,3,D,8,M,9,F,7,M,10,M
497924,20191019,NaN,1,G,19,D,34,M,4,D,27,D,21,M,8,M,10,M,5,D,15,M,39,F,NaN,21,G,9,F,34,M,6,M,10,M,41,M,14,M,5,M,2,D,7,D,16,M
497925,20191019,NaN,1,G,6,M,27,D,8,M,5,D,9,F,17,F,44,D,13,D,23,F,28,F,NaN,1,G,6,D,50,D,28,D,4,D,18,M,26,F,8,D,11,F,10,M,2,M
497926,20191019,NaN,39,G,49,F,16,M,3,D,7,M,26,D,5,D,30,F,6,M,17,M,25,D,NaN,38,G,20,F,18,M,23,D,19,D,44,M,6,M,2,D,40,M,15,M,14,M
497927,20191019,NaN,1,G,7,F,17,D,8,M,36,D,25,F,10,F,23,D,20,D,2,M,29,M,NaN,24,G,18,M,2,D,13,D,38,F,4,D,23,M,7,M,17,M,9,F,8,M
497928,20191019,NaN,1,G,26,M,39,F,14,M,2,M,3,D,33,D,23,M,24,D,25,D,30,M,NaN,18,G,15,D,7,M,44,F,3,D,4,M,5,D,11,F,6,M,36,M,2,D
497929,20191029,NaN,38,G,20,F,18,M,23,D,19,D,44,M,6,M,2,D,40,M,15,M,14,M,NaN,1,G,27,D,31,D,12,M,30,F,5,D,22,M,4,D,7,M,41,M,8,M
497930,20191101,NaN,1,G,6,M,8,M,41,M,25,M,20,M,15,F,27,D,28,D,4,M,5,D,NaN,25,G,27,D,29,M,14,F,31,D,12,M,10,M,5,D,41,M,2,D,8,M
497931,20191102,NaN,18,G,5,M,13,F,16,F,4,D,33,D,8,M,24,D,7,F,34,D,25,M,NaN,24,G,18,M,2,D,39,D,13,D,38,F,4,D,23,M,7,M,17,M,8,M
497932,20191102,NaN,18,G,40,F,41,M,7,M,3,D,39,F,4,M,5,D,6,M,36,M,2,D,NaN,1,G,6,M,27,D,8,M,5,D,9,F,17,F,44,D,13,D,28,F,11,F
497933,20191102,NaN,25,G,5,D,8,M,9,F,27,M,18,M,4,F,20,D,3,D,11,F,7,F,NaN,1,G,7,F,17,D,9,M,25,F,23,D,6,D,20,D,21,M,2,M,29,M
497934,20191102,NaN,39,G,11,F,49,F,16,M,3,D,18,D,26,D,30,F,6,M,17,M,25,D,NaN,1,G,26,M,15,M,39,F,14,M,3,D,33,D,23,M,13,M,24,D,30,M
497935,20191102,NaN,21,G,29,D,25,M,5,M,18,F,7,M,8,F,2,D,11,M,22,D,3,D,NaN,1,G,11,F,14,M,47,M,41,D,31,D,6,M,4,D,20,M,13,M,42,M
497936,20191102,NaN,21,G,11,F,34,M,28,M,10,M,14,M,3,D,8,M,2,D,25,M,26,D,NaN,38,G,20,F,18,M,23,D,19,D,6,M,2,D,40,M,3,D,15,M,14,M
497937,20191102,NaN,1,G,7,M,6,M,9,F,14,M,27,F,4,M,3,D,50,F,5,D,29,D,NaN,33,G,11,F,18,M,32,D,2,D,14,D,3,D,8,M,9,F,7,M,10,M
497938,20191103,NaN,1,G,6,D,5,D,4,D,18,M,19,M,8,D,11,F,2,M,9,F,13,D,NaN,1,G,19,D,4,D,7,M,9,F,21,M,8,M,5,D,15,M,13,D,33,F
497939,20191105,NaN,1,G,3,M,29,M,11,F,28,D,6,D,10,M,16,M,46,D,24,M,2,D,NaN,21,G,9,F,34,M,6,M,28,M,41,M,5,M,19,M,25,M,7,D,26,D
497940,20191109,NaN,1,G,6,M,8,M,41,M,2,D,15,F,18,M,27,D,28,D,4,M,5,D,NaN,21,G,11,F,34,M,6,M,28,M,10,M,41,M,8,M,5,M,25,M,7,D
497941,20191109,NaN,1,G,6,M,27,D,8,M,5,D,9,F,17,F,44,D,13,D,23,F,28,F,NaN,25,G,48,F,5,D,8,M,9,F,27,M,18,M,4,F,20,D,3,D,7,F
497942,20191109,NaN,1,G,26,M,15,M,39,F,14,M,3,D,33,D,23,M,13,M,24,D,30,M,NaN,33,G,11,F,18,M,32,D,2,D,14,D,3,D,8,M,9,F,7,M,10,M
497943,20191109,NaN,1,G,7,F,17,D,9,M,36,D,25,F,6,D,20,D,21,M,2,M,29,M,NaN,18,G,5,M,13,F,16,F,33,D,8,M,44,D,24,D,7,F,34,D,25,M
497944,20191109,NaN,21,G,25,M,5,M,18,F,7,M,8,F,2,D,11,M,14,D,22,D,3,D,NaN,21,G,6,D,50,D,28,D,4,D,18,M,19,M,8,D,10,M,9,F,16,M
497945,20191110,NaN,24,G,18,M,2,D,13,D,38,F,4,D,23,M,7,M,17,M,9,F,8,M,NaN,39,G,11,F,2,D,49,F,16,M,18,D,26,D,30,F,6,M,17,M,25,D
497946,20191110,NaN,1,G,7,M,6,M,40,M,14,M,27,F,45,F,3,D,50,F,5,D,29,D,NaN,1,G,19,D,4,D,7,M,9,F,21,M,8,M,5,D,15,M,13,D,33,F
497947,20191110,NaN,18,G,22,M,40,F,15,D,44,F,3,D,39,F,4,M,5,D,36,M,2,D,NaN,1,G,11,F,14,M,47,M,41,D,31,D,6,M,4,D,20,M,13,M,42,M
497948,20191123,NaN,18,G,5,M,16,F,10,F,6,M,33,D,8,M,24,D,7,F,34,D,25,M,NaN,21,G,25,M,5,M,18,F,7,M,8,F,2,D,11,M,14,D,22,D,3,D
497949,20191123,NaN,25,G,5,D,8,M,9,F,27,M,18,M,10,M,19,M,4,F,3,D,11,F,NaN,1,G,26,M,15,M,39,F,14,M,3,D,33,D,23,M,13,M,24,D,30,M
497950,20191123,NaN,33,G,11,F,29,D,39,M,18,M,2,D,3,D,8,M,9,F,10,M,25,D,NaN,21,G,6,D,50,D,28,D,4,D,18,M,19,M,11,F,10,M,13,D,16,M
497951,20191123,NaN,1,G,11,F,47,M,41,D,31,D,3,D,50,F,6,M,4,D,20,M,42,M,NaN,1,G,6,M,27,D,8,M,5,D,9,F,17,F,44,D,13,D,23,F,28,F
497952,20191123,NaN,39,G,49,F,16,M,3,D,22,M,18,D,26,D,30,F,6,M,25,D,20,M,NaN,1,G,7,M,6,M,40,M,14,M,27,F,45,F,3,D,50,F,5,D,29,D
497953,20191123,NaN,1,G,7,F,17,D,9,M,25,F,23,D,6,D,20,D,21,M,2,M,29,M,NaN,18,G,22,M,40,F,41,M,7,M,44,F,3,D,4,M,11,F,36,M,2,D
497954,20191123,NaN,38,G,18,M,23,D,19,D,44,M,6,M,2,D,40,M,15,M,39,F,14,M,NaN,1,G,6,M,8,M,41,M,2,D,15,F,18,M,27,D,28,D,4,M,5,D
497955,20191123,NaN,1,G,19,D,4,D,7,M,9,F,21,M,8,M,5,D,15,M,13,D,33,F,NaN,24,G,18,M,2,D,13,D,38,F,4,D,23,M,7,M,17,M,9,F,8,M
497956,20191130,NaN,1,G,11,F,34,M,6,M,28,M,10,M,41,M,8,M,5,M,25,M,7,D,NaN,1,G,6,M,27,D,8,M,5,D,9,F,17,F,44,D,13,D,23,F,28,F
497957,20191130,NaN,21,G,6,D,50,D,28,D,4,D,18,M,19,M,10,M,9,F,13,D,16,M,NaN,38,G,18,M,23,D,19,D,44,M,6,M,2,D,40,M,15,M,39,F,14,M
497958,20191130,NaN,1,G,6,M,8,M,30,M,39,D,2,D,15,F,18,M,28,D,4,M,5,D,NaN,1,G,5,M,13,F,9,F,3,D,10,F,27,M,44,D,24,D,35,M,25,M
497959,20191130,NaN,33,G,11,F,18,M,32,D,2,D,3,D,8,M,9,F,7,M,10,M,25,D,NaN,1,G,11,F,31,D,6,D,30,F,10,M,5,D,4,D,16,M,46,D,8,M
497960,20191130,NaN,18,G,40,F,41,M,7,M,13,D,44,F,3,D,4,M,11,F,36,M,2,D,NaN,25,G,48,F,5,D,8,M,9,F,18,M,10,M,4,F,20,D,3,D,7,F
497961,20191130,NaN,1,G,26,M,15,M,39,F,14,M,33,D,23,M,13,M,24,D,25,D,30,M,NaN,1,G,7,F,17,D,9,M,36,D,25,F,10,F,6,D,20,D,21,M,2,M
497962,20191130,NaN,1,G,19,D,4,D,7,M,9,F,21,M,8,M,5,D,15,M,13,D,33,F,NaN,1,G,11,F,47,M,41,D,31,D,3,D,6,M,25,M,4,D,20,M,42,M
497963,20191130,NaN,21,G,25,M,15,D,5,M,10,M,7,M,8,F,2,D,11,M,14,D,22,D,NaN,39,G,49,F,16,M,3,D,22,M,18,D,26,D,30,F,6,M,17,M,25,D
497964,20191130,NaN,24,G,18,M,2,D,13,D,38,F,4,D,23,M,7,M,17,M,11,F,5,M,NaN,1,G,7,M,40,M,49,D,14,M,44,M,27,F,45,F,50,F,5,D,29,D
497965,20191201,NaN,1,G,8,M,11,M,20,M,45,D,9,F,2,M,7,M,5,M,50,D,18,M,NaN,21,G,23,D,27,M,13,F,3,D,19,D,10,M,14,M,6,D,36,D,17,M
497966,20191201,NaN,21,G,9,F,10,M,8,M,3,D,5,D,23,M,7,D,11,M,2,D,11,M,NaN,1,G,22,D,11,M,6,D,40,M,39,D,8,M,9,F,26,M,29,M,2,D
497967,20191207,NaN,1,G,7,M,6,M,40,M,14,M,27,F,45,F,3,D,50,F,5,D,29,D,NaN,21,G,25,M,15,D,5,M,10,M,7,M,8,F,2,D,11,M,14,D,22,D
497968,20191207,NaN,38,G,20,F,18,M,24,D,23,D,19,D,44,M,2,D,40,M,15,M,14,M,NaN,24,G,2,D,30,M,13,D,27,D,38,F,23,M,10,M,17,M,11,F,5,M
497969,20191207,NaN,25,G,5,D,8,M,9,F,27,M,18,M,10,M,4,F,3,D,11,F,7,F,NaN,1,G,11,F,34,M,6,M,28,M,10,M,41,M,8,M,5,M,25,M,7,D
497970,20191207,NaN,1,G,27,D,29,M,11,F,31,D,6,D,10,M,5,D,4,D,16,M,7,M,NaN,1,G,19,D,4,D,7,M,9,F,21,M,8,M,10,M,5,D,13,D,33,F
497971,20191207,NaN,1,G,27,D,8,M,5,D,9,F,17,F,44,D,33,D,13,D,23,F,28,F,NaN,33,G,11,F,18,M,32,D,17,M,45,M,14,D,3,D,8,M,10,M,25,D
497972,20191207,NaN,1,G,11,F,14,M,47,M,41,D,31,D,3,D,6,M,25,M,4,D,42,M,NaN,21,G,6,D,50,D,4,D,18,M,19,M,23,D,11,F,10,M,13,D,16,M
497973,20191207,NaN,39,G,11,F,49,F,3,D,18,D,7,M,26,D,30,F,6,M,17,M,25,D,NaN,18,G,40,F,7,M,3,D,39,F,4,M,5,D,11,F,6,M,36,M,2,D
497974,20191207,NaN,1,G,7,F,17,D,8,M,9,M,36,D,25,F,10,F,6,D,20,D,2,M,NaN,21,G,6,M,8,M,39,D,41,M,25,M,20,M,18,M,27,D,28,D,4,M
497975,20191207,NaN,18,G,5,M,16,F,10,F,6,M,22,D,33,D,44,D,24,D,7,F,25,M,NaN,1,G,40,M,26,M,15,M,39,F,14,M,33,D,13,M,24,D,25,D,30,M
497976,20191208,NaN,21,G,9,F,7,M,8,M,3,D,5,D,23,M,7,D,11,M,2,D,11,M,NaN,21,G,23,D,27,M,3,D,19,D,10,M,14,M,6,D,36,D,17,M,11,M
497977,20191214,NaN,1,G,6,D,28,D,4,D,18,M,2,M,14,M,8,D,11,F,13,D,16,M,NaN,21,G,9,F,7,M,8,M,3,D,5,D,23,M,7,D,11,M,2,D,11,M
1391387,20200229,4-5-1,31,G,2,D,26,D,92,D,25,D,7,M,17,F,13,M,11,F,44,M,9,F,4-5-1,21,G,3,D,39,D,35,D,10,M,6,M,12,D,98,F,8,M,14,F,13,F
1391395,20200229,4-5-1,21,G,6,D,44,D,15,D,23,M,8,M,10,M,7,F,99,F,14,M,9,F,4-5-1,21,G,23,D,2,D,4,D,27,M,11,F,37,F,66,M,15,M,5,M,10,F
8652699,20200508,4-3-3,31,G,2,D,26,D,6,D,22,D,14,M,28,M,13,M,7,M,11,F,10,M,4-3-3,19,G,16,M,4,D,2,D,23,D,8,M,77,M,33,D,18,F,10,M,26,M
8653704,20200509,4-5-1,21,G,3,D,4,D,15,D,23,M,8,M,10,M,7,F,98,M,72,M,9,F,4-5-1,1,G,2,D,9,F,12,M,15,D,4,M,6,M,14,M,10,F,16,F,17,F
8653707,20200509,4-5-1,31,G,2,D,26,D,92,D,25,D,7,M,17,F,13,M,11,F,44,M,9,F,4-5-1,1,G,19,D,2,D,26,D,3,M,18,M,14,M,29,M,9,F,10,F,66,F
8653708,20200509,4-5-1,21,G,6,D,44,D,15,D,23,M,8,M,10,M,7,F,99,F,14,M,9,F,4-5-1,21,G,23,D,2,D,4,D,27,M,11,F,37,F,66,M,15,M,5,M,10,F
8653710,20200509,3-4-3,1,G,23,D,4,D,44,D,17,D,5,M,7,M,22,M,29,F,11,F,10,F,3-4-3,1,G,5,D,4,D,3,D,2,D,77,M,8,M,20,M,9,F,11,F,14,F
8653711,20200509,4-4-2,1,G,5,D,20,D,2,D,8,D,25,M,14,M,7,M,13,F,61,F,9,F,4-4-2,41,G,32,D,4,D,20,D,27,M,33,M,14,M,34,D,5,M,16,M,18,F
8654660,20200510,4-2-3-1,31,G,13,D,5,D,3,D,2,D,16,M,6,M,77,F,26,M,12,F,10,F,4-2-3-1,1,G,33,D,4,D,5,D,17,D,23,M,8,M,10,M,11,F,9,F,26,D
8654661,20200510,4-5-1,21,G,23,M,15,D,4,D,32,D,7,F,99,F,66,D,10,M,8,M,9,F,4-5-1,21,G,3,D,39,D,35,D,33,D,6,M,12,D,10,M,77,M,18,F,13,F
8654662,20200510,4-3-3,25,G,17,D,99,D,26,D,2,D,34,M,14,M,22,M,7,M,12,F,18,M,4-3-3,1,G,2,D,4,D,6,D,27,M,16,M,5,M,9,M,17,D,10,F,50,F
8654663,20200510,3-5-2,52,G,3,D,6,D,4,D,7,M,29,M,44,M,45,M,18,F,11,F,14,F,3-5-2,21,G,23,D,2,D,22,D,27,M,11,F,66,M,37,F,15,M,5,M,10,F
